symbol,direction,ob_size_pct,atr_pct,rsi,price_vs_ema,candle_body_pct,upper_wick_pct,lower_wick_pct,distance_to_ob_pct,hour_of_day,label
R_100,SELL,0.008709955368433725,0.005091408470629396,71.05538270808957,0.02142054961279112,0.004060505692330167,0.0038595591648939043,0.0007899277285419407,0.004850402970327523,23,1
R_100,SELL,0.006947848593002809,0.005099095667340034,46.55092543197032,-0.00577600892054822,0.0034667867533005304,0.0014653428544880106,0.0020157399266613318,0.0020157085144908177,2,1
R_100,BUY,0.00425731199854576,0.004478837466715644,46.01291332541772,-0.001515998653921718,0.0021582627463154853,0.0,0.0020991322601149483,4.3308461612909425e-08,7,0
R_100,SELL,0.0047901308324296375,0.004692767024547166,68.10967565722056,0.014592672622985534,0.001342975948521734,0.002887039204843318,0.0005601717860143581,0.0019031266944299272,10,1
R_100,SELL,0.005113304956089396,0.004288042678323124,55.33455431808793,0.002639809479345511,7.643273155306452e-05,0.0032789641836219667,0.001757952825718051,0.0017579229691822601,6,1
R_100,SELL,0.003658568342766718,0.004364968105863559,60.02278780452868,0.005115165673098351,0.0003444237790177382,0.0012781949132435327,0.0020359272270824872,0.002035930964319589,9,1
R_100,SELL,0.0063280654121540434,0.004512156887543325,67.26416682648474,0.013741978895832625,0.0038233756505591425,0.0019663074774303652,0.0005383937140581834,0.0005383746642353781,3,1
R_100,SELL,0.005004018039117846,0.004935684569482988,72.2184873261638,0.018394118169917185,0.0014136319095275505,0.001236927920836584,0.0023533758493839967,0.00376704305578423,16,1
R_100,SELL,0.004964663298841432,0.004460241752907382,64.67983825043375,0.009343303694036187,0.002191995943171739,0.0017339669401207976,0.0010387443462044786,0.003230696358720634,2,1
R_100,SELL,0.004417222699419099,0.00463272846941684,64.29295546364627,0.012319223006344561,0.0033587251846048482,0.0010584568199625034,0.0,0.003358761809971497,16,1
R_100,SELL,0.005289920510660393,0.004605701458765943,52.80060951493793,0.00024868801222029807,0.003475754493048607,0.0009240420481518466,0.000890132248219697,0.0008900908544209131,18,1
R_100,SELL,0.002787190730160562,0.004722633204044723,72.7484179427394,0.020906328314977424,0.0002992373721830105,0.001838172429123374,0.0006497725795971332,0.0009489849040090113,8,1
R_100,SELL,0.004086099470047948,0.00488719355769154,64.67128450357237,0.013546132524810402,0.001198694560376487,0.0024848850740652527,0.00040248138523596465,0.00040252410786945764,18,1
R_100,BUY,0.006306799136035669,0.004550149034787344,43.71906451071498,-0.003936505589932508,0.0037040003203460195,0.0018019461017898877,0.0008008649341288137,0.005505929313815211,5,1
R_100,BUY,0.004697427549549822,0.004399286633268545,63.26244420434337,0.01558657689414232,0.0007829174860893695,0.00041009963557039,0.00350448779487561,0.00041007688057471557,11,1
R_100,SELL,0.004111104637629988,0.004814934237521009,51.65601618903942,0.0009785483839258107,0.0031934799035658614,0.0007376488791334751,0.0001799143607643171,0.00017996707004974634,20,1
R_100,SELL,0.006411602902984093,0.005011270974483698,54.91905931290211,0.0022618296497853136,0.0016777306199440534,0.0016414553632966458,0.0030924656291944005,0.003092447916666724,0,1
R_100,SELL,0.005358709611778671,0.0049290507396715895,53.94265046666976,0.0007644581911697803,0.0028980752405949836,0.0015857392825896846,0.0008748906386699922,0.003772952529493359,1,1
R_100,SELL,0.003947511429429953,0.004554542671334584,53.797103012725216,0.0013417065945717404,0.0006117201762519714,0.0031828565420604716,0.00015293004406282984,0.0007645988827146212,20,1
R_100,SELL,0.004493726339201942,0.004884127540413281,51.29800924659501,-0.004697108862652619,0.0021332911942479834,0.0019950223205467367,0.0003654248804961922,0.002498725719615397,2,1
R_100,SELL,0.00354509556109444,0.0046023964441330185,69.07317855203509,0.015002896774800122,0.0004094349797279436,0.0021070922127464234,0.001028580558828789,0.0014380131005150348,16,1
